id,title,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise
41154,Men in Black 3,0.00638838,0.0019425,0.0024596574,0.019628441,0.09625073,0.0022446823,0.41749007,0.12956618,0.0020981112,0.012390976,0.008386905,0.0022637956,0.0028345257,0.007022456,0.004562416,0.0011388309,0.0010382237,0.0030240093,0.0012292571,0.0034722507,0.019525219,0.0007559962,0.20684084,0.0017698088,0.0012182525,0.0034915886,0.040965863
122917,The Hobbit: The Battle of the Five Armies,0.026413517,0.0050636637,0.0045032236,0.02992142,0.34619358,0.019473819,0.0065313512,0.0037356557,0.06803701,0.039438408,0.020902012,0.0064525427,0.0019491515,0.010289338,0.010724622,0.005781824,0.0024797572,0.007932276,0.004174776,0.003962371,0.24358582,0.0047653895,0.0986087,0.006145424,0.003009623,0.01635468,0.0035700696
1930,The Amazing Spider-Man,0.0139748715,0.002246836,0.003537049,0.021459263,0.16432612,0.013938526,0.112980634,0.049108468,0.015843354,0.03609211,0.008458729,0.005573665,0.0051199985,0.0071622385,0.019737098,0.0021084256,0.005101353,0.004768412,0.003360226,0.014328319,0.055099417,0.0023303856,0.3547106,0.0054271896,0.005610613,0.046297997,0.021298219
20662,Robin Hood,0.021388434,0.017842906,0.04670797,0.17696215,0.23975772,0.049586147,0.007764229,0.0057581943,0.025465494,0.051562954,0.045735713,0.030869922,0.008803752,0.0074160835,0.015036678,0.008209778,0.0065525807,0.0127162235,0.012932742,0.0037252798,0.05081143,0.0050214166,0.09103965,0.006088705,0.008969199,0.03992858,0.003346153
57158,The Hobbit: The Desolation of Smaug,0.03650932,0.007037447,0.0020562222,0.011516031,0.5358556,0.015516788,0.0028187402,0.0018763775,0.010238444,0.0107976785,0.0039400226,0.0042154803,0.0028230061,0.03200689,0.0073996615,0.008086017,0.0034216223,0.08423336,0.0042234063,0.00598276,0.036519468,0.017619641,0.09786363,0.038142353,0.0025421216,0.012253513,0.004504359
2268,The Golden Compass,0.009156793,0.0038548887,0.0015304672,0.0066965213,0.016631817,0.0015340095,0.0066585694,0.014561626,0.0047691097,0.012839809,0.0040759677,0.0050271577,0.0077128513,0.02560564,0.021240218,0.0012541041,0.0043969904,0.007269994,0.0048953835,0.004509724,0.008736496,0.0016338745,0.14159475,0.0035048893,0.0015255061,0.011752659,0.66703016
254,King Kong,0.10768399,0.025810566,0.010814795,0.028827816,0.2572873,0.013026442,0.007543549,0.015241383,0.037559137,0.022164071,0.009594594,0.01730936,0.00513935,0.09571479,0.011603275,0.0037759526,0.0034478165,0.03738972,0.1715067,0.0027909041,0.026778607,0.006573595,0.04757242,0.004003989,0.0038293153,0.011923369,0.015087203
597,Titanic,0.055094603,0.019913645,0.0039744508,0.025080288,0.32009152,0.0061533605,0.019524088,0.009354159,0.009041657,0.02765327,0.017418727,0.008363963,0.005246282,0.021050112,0.009347698,0.008845201,0.003685313,0.025510632,0.006404767,0.0040915273,0.03354445,0.006905689,0.31044272,0.00878885,0.0034411245,0.016126255,0.014905609
271110,Captain America: Civil War,0.006515444,0.0025078536,0.004761454,0.044925842,0.52359366,0.0036504173,0.07088111,0.013112794,0.0033467314,0.04155957,0.043670725,0.004189974,0.002297922,0.002247592,0.0023317493,0.0008569348,0.0010846753,0.0033570072,0.0038004867,0.0019095339,0.02143799,0.0010600269,0.18289793,0.0023200135,0.001532642,0.007780627,0.0023695014
44833,Battleship,0.13132763,0.0032859638,0.0035556678,0.021886466,0.3435201,0.026914429,0.003466569,0.0039015198,0.07654015,0.018992964,0.015686383,0.006633547,0.0018478143,0.014687548,0.00799977,0.015104024,0.0019384321,0.005810178,0.0030304038,0.0023910038,0.2095872,0.009012875,0.052834515,0.0059586773,0.00259516,0.007557423,0.0039334088
135397,Jurassic World,0.025595158,0.017502733,0.0018973841,0.010570485,0.23722877,0.0020744307,0.0071793464,0.007076978,0.016591433,0.012522723,0.0045890324,0.004543787,0.003278403,0.19909173,0.010085789,0.0027276776,0.0024307685,0.06624303,0.012500099,0.005228483,0.022617087,0.00701818,0.26509437,0.007270958,0.0013133617,0.0067180977,0.041009746
37724,Skyfall,0.0085719805,0.002954966,0.006671006,0.05318496,0.18248235,0.013597636,0.008216244,0.0025721618,0.0058517493,0.16061972,0.019958824,0.009202246,0.008860162,0.002766262,0.054021806,0.0020767988,0.0062283026,0.0038901651,0.0022827194,0.018529257,0.031308394,0.002906264,0.24790524,0.008228705,0.0062289517,0.12681797,0.004065026
558,Spider-Man 2,0.003271651,0.001894491,0.0029676685,0.011292412,0.03375217,0.031898957,0.0029644684,0.0018674865,0.006620823,0.13027906,0.010847134,0.0032164163,0.003831472,0.0014237753,0.0053675594,0.0010603869,0.013851366,0.0050697317,0.03186853,0.011456433,0.006343586,0.0010431814,0.032161005,0.0050968546,0.033030022,0.60601425,0.0015090805
68721,Iron Man 3,0.024494072,0.005021257,0.0075864648,0.04025624,0.12420406,0.009547924,0.0061572553,0.0036655045,0.007976481,0.12937121,0.015268783,0.012129163,0.009049097,0.005431465,0.042664416,0.0029607494,0.014686381,0.007938023,0.0025137237,0.012001155,0.02427341,0.0056579434,0.18939835,0.010051005,0.0076606604,0.27126104,0.008774376
12155,Alice in Wonderland,0.009567548,0.008753028,0.00138659,0.0056903143,0.079333544,0.001623697,0.009869923,0.0020082893,0.002617476,0.009361085,0.0029404033,0.0027184263,0.0068728053,0.01224059,0.01114034,0.0029329068,0.0029552598,0.020059058,0.0038521276,0.00720148,0.011247403,0.0053215064,0.6984257,0.01088711,0.0023276587,0.009284388,0.059381366
36668,X-Men: The Last Stand,0.018541262,0.02006951,0.0079631265,0.05721969,0.47831976,0.011174235,0.01620892,0.008657162,0.009536999,0.017039744,0.022261074,0.008612968,0.00310727,0.010218087,0.0070029977,0.0033665397,0.0018419905,0.010930747,0.0056224884,0.0028485917,0.050481383,0.0027522838,0.20495905,0.004393391,0.0021489179,0.009101132,0.0056204977
62211,Monsters University,0.030386455,0.019833725,0.011431224,0.05541422,0.19130896,0.008755035,0.020518739,0.0063451948,0.008126691,0.07949735,0.06524229,0.0142996,0.009770089,0.009893676,0.011042967,0.0044221524,0.006397341,0.028596323,0.014684789,0.005650135,0.0148445275,0.004974583,0.30261865,0.008608958,0.0058229393,0.05227344,0.009239837
8373,Transformers: Revenge of the Fallen,0.015994146,0.013765295,0.0148229655,0.075262465,0.15675797,0.013801223,0.008204775,0.0035329598,0.010986121,0.10897671,0.025412211,0.018730523,0.01181175,0.0069302237,0.034807313,0.004576467,0.010790452,0.022549845,0.0070142862,0.011655823,0.023029665,0.005875261,0.22982751,0.012926298,0.008353501,0.1357724,0.007831896
91314,Transformers: Age of Extinction,0.02460137,0.005271385,0.010324604,0.09090947,0.31854582,0.011757524,0.007623775,0.003237787,0.011371308,0.084438525,0.05575308,0.012340629,0.005789774,0.005379779,0.012386419,0.005171959,0.0034531478,0.0065571982,0.0029817391,0.0044636093,0.043628223,0.0041769794,0.22447222,0.0066098915,0.0040329956,0.0305532,0.0041676336
68728,Oz: The Great and Powerful,0.079559304,0.029712236,0.014618596,0.06851034,0.27905682,0.029478963,0.012097283,0.009363072,0.025479177,0.0386039,0.029542733,0.02567413,0.006106059,0.020921653,0.036971804,0.0072409455,0.0054387865,0.022269957,0.011410831,0.0063219867,0.07079793,0.007354789,0.114185065,0.007458595,0.0042909416,0.027276097,0.010258048
102382,The Amazing Spider-Man 2,0.0061696083,0.003612586,0.0041791853,0.027966348,0.24116315,0.028661463,0.008453949,0.0035308835,0.040407274,0.045231104,0.012417754,0.007670913,0.004373098,0.009185536,0.020733284,0.00209356,0.005483019,0.012448883,0.013162067,0.013539023,0.054839395,0.004116328,0.35189822,0.013112373,0.005991913,0.053898025,0.0056610904
20526,TRON: Legacy,0.025737492,0.006579862,0.012644879,0.071248084,0.25528497,0.02413156,0.019587835,0.011798536,0.03360851,0.061758116,0.029410006,0.019541025,0.006637454,0.012452234,0.04490032,0.007405214,0.0071927714,0.007789724,0.0045008096,0.011448242,0.058580957,0.0040712687,0.18466125,0.0073103714,0.0050206096,0.055537812,0.011160198
49013,Cars 2,0.01132988,0.002900855,0.0019469475,0.04580273,0.23248845,0.011548621,0.035941225,0.015866136,0.008694515,0.23926426,0.03780137,0.0053028534,0.0074944426,0.009797228,0.015629759,0.00049779663,0.003005176,0.0058327196,0.0017985491,0.024822993,0.031408798,0.0019140996,0.18525897,0.007661603,0.0029066817,0.04764752,0.005435793
44912,Green Lantern,0.02892051,0.0021430494,0.011382086,0.06954748,0.28989115,0.019897584,0.006603486,0.0023330245,0.019033346,0.08066783,0.03376081,0.011687126,0.0049124784,0.0045842538,0.048531584,0.0049458942,0.004624529,0.0038087391,0.0021673292,0.007995666,0.091145344,0.0062383497,0.18900385,0.007583597,0.0037350233,0.040485516,0.0043702773
10193,Toy Story 3,0.0031127222,0.005282268,0.008847312,0.0858155,0.033347283,0.009877458,0.011360747,0.0052381074,0.007939647,0.26438358,0.07422424,0.011986198,0.0113616325,0.0021042437,0.010215977,0.0019237209,0.0085019795,0.0054687727,0.002797412,0.009501663,0.010623551,0.0012679858,0.12808676,0.005635191,0.008339578,0.26663113,0.0061254143
534,Terminator Salvation,0.0026344229,0.000973626,0.001967428,0.016980106,0.026679154,0.0017016855,0.7489452,0.024350232,0.0016100097,0.024015205,0.029066354,0.0024827002,0.0023559795,0.0015279034,0.005288974,0.0010240368,0.00068597635,0.0012516706,0.0015300837,0.0034692711,0.011605057,0.0003572508,0.07743226,0.0007059328,0.0012862834,0.004117056,0.0059561827
168259,Furious 7,0.016038418,0.0162377,0.10638644,0.22491562,0.096266225,0.030037671,0.01148328,0.011426833,0.05420408,0.060576405,0.034764912,0.047201652,0.011985954,0.012665754,0.025853977,0.007485301,0.009664645,0.017092323,0.012395902,0.005784001,0.026947185,0.0046319845,0.056206707,0.00484495,0.007742493,0.08077546,0.0063841534
72190,World War Z,0.0031071184,0.002442682,0.0028785218,0.020903848,0.05870972,0.011053024,0.0077242698,0.00592301,0.006272027,0.045194816,0.0047611236,0.005189215,0.0054376847,0.006840413,0.2710165,0.00035478664,0.007730113,0.0065034237,0.0008339009,0.13191685,0.020069813,0.0019851585,0.21087115,0.010993904,0.0019302667,0.12315635,0.026200306
127585,X-Men: Days of Future Past,0.063497975,0.0022399616,0.0054849284,0.016324772,0.3243189,0.04095145,0.004778761,0.003959326,0.08300297,0.015552101,0.012550495,0.0049814587,0.0012839125,0.011477552,0.035021722,0.0050164997,0.0027551781,0.0038003274,0.0028198091,0.004709169,0.27400365,0.0068860236,0.051814888,0.0045568654,0.0020292294,0.013139092,0.0030431442
54138,Star Trek Into Darkness,0.016696095,0.0019675759,0.012377106,0.02772148,0.19970526,0.038305026,0.0073951236,0.003689173,0.023327498,0.06038617,0.015855432,0.009231987,0.0031142973,0.007051606,0.2180372,0.0016114261,0.009190306,0.0048425645,0.0052266004,0.028945502,0.05959708,0.004453086,0.098626144,0.0068146065,0.0036130168,0.1268275,0.0053910986
81005,Jack the Giant Slayer,0.48875293,0.0013359318,0.0050733318,0.01326311,0.2210526,0.017442323,0.0011957844,0.0011142599,0.022431709,0.016183952,0.006643819,0.0038871078,0.0016783421,0.013260622,0.0058081727,0.004450111,0.004077337,0.010047239,0.016138019,0.0016244759,0.03156176,0.03389886,0.050936073,0.0063165175,0.0021088456,0.015937319,0.003779273
64682,The Great Gatsby,0.030047975,0.022274388,0.01227683,0.052916903,0.29121852,0.014546957,0.022385601,0.016787143,0.033575498,0.035945274,0.020557735,0.017367639,0.0051376326,0.041673813,0.03329657,0.00465297,0.00525751,0.027088098,0.011869891,0.00824687,0.07812774,0.004984442,0.15087177,0.0063105915,0.0036353744,0.032136835,0.01680938
9543,Prince of Persia: The Sands of Time,0.032350354,0.008134731,0.0055692736,0.02473366,0.40434825,0.01700735,0.017821087,0.0067087007,0.01526778,0.0402841,0.016713897,0.008515349,0.0054647205,0.0093127135,0.021354072,0.0044112625,0.0062389197,0.013955411,0.008707985,0.00799588,0.035086222,0.005568234,0.21524192,0.010543241,0.0056194365,0.046431754,0.006613832
68726,Pacific Rim,0.016121142,0.0019808894,0.0057510687,0.047323946,0.104723886,0.009646985,0.003122386,0.0013647939,0.011178548,0.29092863,0.034234572,0.009075029,0.0057224785,0.0024115222,0.040886037,0.0022538418,0.008316516,0.002789033,0.0018321817,0.009296234,0.068707734,0.004247169,0.13667674,0.0072048926,0.005828292,0.16335401,0.0050214706
38356,Transformers: Dark of the Moon,0.02759867,0.0042812224,0.004056708,0.014270001,0.32900608,0.013536247,0.016644878,0.0035058386,0.008419988,0.014289576,0.014464798,0.00882342,0.0034220577,0.010536826,0.2721316,0.0020611712,0.002721515,0.0070487782,0.0039001666,0.018581685,0.039336745,0.0033951863,0.15143593,0.00526176,0.0016804978,0.014150893,0.0054377797
217,Indiana Jones and the Kingdom of the Crystal Skull,0.03977747,0.015367358,0.012674023,0.064918235,0.33623156,0.019093044,0.02562768,0.024994055,0.04448231,0.04283485,0.026715275,0.022671076,0.005648044,0.021668274,0.026381748,0.006866473,0.005036397,0.01374797,0.010423314,0.0072541307,0.045886956,0.0038406209,0.12136911,0.005632643,0.003861092,0.035112765,0.0118833305
105864,The Good Dinosaur,0.40561435,0.0092539005,0.001901657,0.010496564,0.1647569,0.0025495924,0.007041229,0.007286706,0.008935834,0.016147375,0.00510283,0.0073406952,0.0041186134,0.085775755,0.01446153,0.00482735,0.0031515304,0.03122256,0.0045793587,0.0040672505,0.013163645,0.014950669,0.10676233,0.0065491563,0.0011545101,0.009185724,0.049602356
62177,Brave,0.00302158,0.01456734,0.005900774,0.099259004,0.03249376,0.0086838,0.0037595325,0.002304436,0.016554259,0.3828066,0.06019897,0.007017754,0.006967724,0.0013643322,0.0022566214,0.0016977665,0.0057642334,0.008689008,0.001994334,0.0040475912,0.019546995,0.0013985639,0.0627876,0.0053364676,0.007973873,0.23188992,0.0017171187
188927,Star Trek Beyond,0.019024828,0.0076570525,0.00502804,0.02635539,0.22029096,0.010034193,0.067871585,0.08402324,0.018399432,0.015206059,0.009416693,0.011134567,0.005321103,0.054795317,0.085404284,0.002634151,0.003120728,0.0109348055,0.0027048513,0.013035109,0.065039925,0.0031092141,0.1703036,0.005051582,0.0018740444,0.0108913,0.071338005
10681,WALL·E,0.2908415,0.003142793,0.0018396185,0.018782148,0.41251984,0.005614674,0.0051101483,0.004350026,0.0072632385,0.019053798,0.0100216875,0.0071053174,0.0022075821,0.007713677,0.0033223724,0.004437861,0.0015459175,0.0067973984,0.0040685767,0.0015986437,0.022220517,0.0056595304,0.13640419,0.0055972785,0.0014787711,0.007444463,0.0038585458
5174,Rush Hour 3,0.021894516,0.010032097,0.007868966,0.03733057,0.39121357,0.013265445,0.0102353515,0.00498442,0.010137529,0.034858573,0.015196694,0.013870331,0.0066879904,0.009976623,0.029174253,0.0040163095,0.0049978658,0.0124659715,0.0063462304,0.008016202,0.024516413,0.00478141,0.26083645,0.008412245,0.004076637,0.0379126,0.006894618
14161,2012,0.0034933975,0.0014728537,0.011414482,0.074039556,0.08258182,0.05424319,0.0042029163,0.0018872566,0.018782726,0.09703556,0.020352622,0.015301565,0.005090191,0.0039567393,0.28440395,0.0014136665,0.0052136234,0.002971962,0.0021773772,0.061734077,0.05531888,0.0019701242,0.07353268,0.006069471,0.0038428328,0.104285754,0.003210726
17979,A Christmas Carol,0.002398255,0.0026368205,0.006154588,0.032849256,0.08323166,0.024608938,0.07215953,0.01687702,0.019806467,0.15190104,0.028012354,0.008735549,0.0043082903,0.0021654977,0.048259776,0.0010812291,0.007965264,0.00377598,0.0038851106,0.024993671,0.14443636,0.0012454735,0.110488854,0.0041469075,0.009990143,0.1801651,0.0037209014
76757,Jupiter Ascending,0.09782488,0.003150947,0.0038989086,0.038158443,0.58421165,0.005370593,0.003407092,0.0026528316,0.004084298,0.016013307,0.009079505,0.0043616993,0.0015565547,0.007281368,0.0029694382,0.0038619558,0.0014414545,0.006619096,0.001768017,0.001331654,0.0227491,0.006755609,0.1564905,0.004724598,0.00080539583,0.005737708,0.0036932132
258489,The Legend of Tarzan,0.047658667,0.023409842,0.019823492,0.11344889,0.3092558,0.016961617,0.023742782,0.018922733,0.0122268535,0.041444596,0.033216342,0.027173923,0.009845048,0.02096166,0.017599067,0.008255923,0.0047917548,0.019569758,0.010084287,0.0058613336,0.02825362,0.005108894,0.13835992,0.0064057107,0.0039957664,0.023037087,0.010584643
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.28321448,0.006932425,0.0023843562,0.011787921,0.34640124,0.004254203,0.0029275778,0.003414214,0.0074554486,0.009508685,0.005752971,0.006388115,0.002175518,0.08373593,0.009953402,0.003687851,0.002357185,0.06143306,0.00929332,0.0024470247,0.013128158,0.014740348,0.0787011,0.007960994,0.0009471449,0.0068318998,0.012185488
246655,X-Men: Apocalypse,0.06681428,0.0043008835,0.0033909606,0.016107248,0.49097666,0.019846782,0.0027408968,0.0022901327,0.042753205,0.0134133315,0.008756319,0.0041601122,0.0017552717,0.027835736,0.014260732,0.003611562,0.0017833521,0.0077703786,0.003004051,0.003704538,0.1634921,0.0090058865,0.06874058,0.005971126,0.002150915,0.008020408,0.0033425493
155,The Dark Knight,0.01624174,0.0047435975,0.010887457,0.050435096,0.23851496,0.014649328,0.002245963,0.00092537794,0.0110555645,0.058258258,0.011830135,0.013521663,0.009091677,0.0077885976,0.1642739,0.0012090455,0.0054659974,0.006509284,0.0022329504,0.015435314,0.06493583,0.0076236604,0.21123523,0.009492311,0.0036195202,0.0513387,0.006438796
14160,Up,0.016358668,0.0030254629,0.0013734321,0.008289041,0.028478846,0.0144774,0.0017528496,0.0032138494,0.20907417,0.10929015,0.0069200494,0.0034601327,0.0024115522,0.008701953,0.005883613,0.0054425076,0.018251346,0.022162521,0.0023133534,0.0084385825,0.04793024,0.0040905722,0.07265994,0.01308797,0.005783473,0.36913756,0.007990732
15512,Monsters vs Aliens,0.004290509,0.007336567,0.004503616,0.021082327,0.010216096,0.0060117915,0.02429084,0.028185792,0.016857602,0.053180322,0.0053216885,0.008656009,0.016547067,0.014827933,0.043525506,0.0045405864,0.021525776,0.011897539,0.0044476776,0.024409086,0.015270831,0.0020393766,0.1685661,0.007861418,0.006363075,0.14588991,0.32235494
1726,Iron Man,0.14860672,0.008360784,0.0054678144,0.035600226,0.49424192,0.0059042987,0.003868767,0.0051230392,0.0115257995,0.02010951,0.012555312,0.011433363,0.0035707892,0.024746692,0.011099568,0.0040080594,0.0026013623,0.017001374,0.0036145588,0.0027169902,0.025419874,0.00878395,0.10398467,0.0065575237,0.0017212561,0.012673795,0.008701965
44826,Hugo,0.012562689,0.005383138,0.0015467945,0.0081235,0.045143172,0.0025441283,0.009104003,0.018540988,0.009536133,0.01537914,0.0035611826,0.0032739614,0.004898803,0.041296896,0.0100771235,0.0015143028,0.0040781214,0.012420918,0.005889379,0.005398935,0.023021886,0.0024345312,0.23773803,0.0054904837,0.0019485943,0.013927612,0.4951656
8487,Wild Wild West,0.027893765,0.011614185,0.026015539,0.14255041,0.2705352,0.018056434,0.010566782,0.0060355267,0.036274623,0.051315393,0.07643988,0.019081274,0.0051667048,0.014965157,0.024006162,0.0059087584,0.003288727,0.009097211,0.0048755757,0.0043788496,0.08138418,0.004492221,0.10999996,0.005027113,0.0029567552,0.01957858,0.008494823
1735,The Mummy: Tomb of the Dragon Emperor,0.05702272,0.009161349,0.026934516,0.17406413,0.30833238,0.028236466,0.00562983,0.005010285,0.025688224,0.044986717,0.04327381,0.0217835,0.0061602686,0.014431119,0.012670203,0.010710254,0.0031124537,0.00862868,0.0052546603,0.0034308147,0.0680496,0.006752371,0.079420716,0.005976469,0.0035047932,0.016287522,0.005486201
297761,Suicide Squad,0.068275146,0.017700791,0.013881744,0.06245633,0.41917488,0.010942488,0.014186785,0.008492858,0.013627419,0.03827806,0.026022037,0.02185903,0.0063844593,0.015743682,0.018036477,0.008158913,0.0041201846,0.019815432,0.010061759,0.004075334,0.031632487,0.0055286908,0.11936578,0.0061699897,0.003851871,0.025087113,0.007070294
2698,Evan Almighty,0.057354882,0.03279517,0.028436033,0.11714072,0.21902505,0.025353607,0.018717509,0.017212885,0.04971199,0.041268572,0.031205809,0.031845506,0.007654048,0.036222562,0.019757163,0.0156220505,0.005334588,0.027777359,0.018681174,0.0045824843,0.06197382,0.006166597,0.07524879,0.005649334,0.0063177994,0.028905634,0.01003885
137113,Edge of Tomorrow,0.022468815,0.0064859237,0.025686918,0.07919377,0.08959262,0.007388213,0.0047829603,0.002524799,0.0067914417,0.112702295,0.030562257,0.03252105,0.012558551,0.0032530436,0.032350045,0.004177612,0.01890114,0.00781766,0.0035646982,0.005561172,0.009920424,0.0054303515,0.15378697,0.007558223,0.006650083,0.30171886,0.0060500484
